chemin, class, classes_LOC, classe_CLOL, classe_DC, WMC, classe_BC
src\test\java\org\jfree\data\xy\XIntervalSeriesTest.java, XIntervalSeriesTest, 264, 85, 0.32196969696969696, 15.0, 0.021464646464646464
src\test\java\org\jfree\data\xy\XYBarDatasetTest.java, XYBarDatasetTest, 118, 48, 0.4067796610169492, 5.0, 0.08135593220338984
src\test\java\org\jfree\data\xy\XYCoordinateTest.java, XYCoordinateTest, 92, 46, 0.5, 5.0, 0.1
src\test\java\org\jfree\data\xy\XYDataItemTest.java, XYDataItemTest, 79, 42, 0.5316455696202531, 4.0, 0.13291139240506328
src\test\java\org\jfree\data\xy\XYIntervalDataItemTest.java, XYIntervalDataItemTest, 124, 51, 0.4112903225806452, 5.0, 0.08225806451612903
src\test\java\org\jfree\data\xy\XYIntervalSeriesCollectionTest.java, XYIntervalSeriesCollectionTest, 158, 59, 0.37341772151898733, 7.0, 0.05334538878842676
src\test\java\org\jfree\data\xy\XYIntervalSeriesTest.java, XYIntervalSeriesTest, 256, 82, 0.3203125, 14.0, 0.022879464285714284
src\test\java\org\jfree\data\xy\XYIntervalTest.java, XYIntervalTest, 90, 42, 0.4666666666666667, 4.0, 0.11666666666666667
src\test\java\org\jfree\data\xy\XYSeriesCollectionTest.java, XYSeriesCollectionTest, 416, 103, 0.24759615384615385, 17.0, 0.01456447963800905
src\test\java\org\jfree\data\xy\XYSeriesTest.java, XYSeriesTest, 672, 153, 0.22767857142857142, 37.0, 0.006153474903474903
src\test\java\org\jfree\data\xy\YIntervalDataItemTest.java, YIntervalDataItemTest, 112, 54, 0.48214285714285715, 5.0, 0.09642857142857143
src\test\java\org\jfree\data\xy\YIntervalSeriesCollectionTest.java, YIntervalSeriesCollectionTest, 150, 57, 0.38, 7.0, 0.054285714285714284
src\test\java\org\jfree\data\xy\YIntervalSeriesTest.java, YIntervalSeriesTest, 242, 79, 0.32644628099173556, 13.0, 0.025111252383979658
src\test\java\org\jfree\data\xy\YIntervalTest.java, YIntervalTest, 82, 42, 0.5121951219512195, 4.0, 0.12804878048780488
src\test\java\org\jfree\data\xy\YWithXIntervalTest.java, YWithXIntervalTest, 82, 42, 0.5121951219512195, 4.0, 0.12804878048780488
